time	rate	s1	s2	lambda1	lambda2	o11	ood	tf1_re	tf1_im	tf1_abs	tf2_re	tf2_im	tf2_abs
3.0	0.18950142265059128	0.9687037399074896	0.2327501024087626	0.9383869357107573	0.05417261017128947	0.8937821037166203	0.34207714174501025	-0.8522499954554436	0.14746433243806295	0.8649137437312504	-0.11576954814773266	-0.052060966531074386	0.12693672642100015
3.05	0.19976171675500234	0.973965350013826	0.20160706779261295	0.9486085030275546	0.04064540978393524	0.8903290810609792	0.3394091157615813	-0.8535991897479517	0.14777055332726463	0.866295396022053	-0.10616954589163326	-0.037720913647938496	0.11267137969010077
3.1	0.21580110652098763	0.9769566708481304	0.1735157984080511	0.9544443367146622	0.030107732297183425	0.8842881951620772	0.33029673929385756	-0.8502316919191075	0.14886705153487212	0.8631658757019501	-0.0947213934210712	-0.02750159831505127	0.0986330587658711
3.15	0.23746830656911855	0.977690964430582	0.14900928122567522	0.9558796219292016	0.022203765891392366	0.8756006292778294	0.31958534175385755	-0.8407746592929038	0.1498137317919298	0.8540176707437164	-0.07001410474653617	-0.05525323109132954	0.08919021476311628
3.2	0.26455583768946045	0.9761920287912992	0.17413840531545288	0.9529508770756727	0.03032418420580895	0.8642062881555604	0.375452249673403	-0.831374482799138	0.14772223761991762	0.8443964650192287	0.08270888131033818	0.02649979904700101	0.08685043694270654
3.25	0.2967661165384966	0.9724948243375435	0.20452618166128972	0.9457461833633096	0.04183095898494688	0.8500387181011939	0.4137020773108594	-0.8145690032522577	0.14922689180377519	0.8281251875754004	0.0944209703091279	0.040340372775763786	0.1026774819997296
3.3	0.333667359808187	0.9666465271139456	0.23728922485068774	0.934405508381452	0.05630617623024024	0.8330190435335445	0.4486485351991164	-0.7937023211767267	0.15000558238708536	0.8077530868951306	0.10456171992073925	0.05721685834247458	0.1191927940412755
3.35	0.3746411117029997	0.9587081916810287	0.2718210307199332	0.9191213967963081	0.07388667274164686	0.8130484692661677	0.48025059205101406	-0.7691266050724427	0.14983307798779727	0.7835851490996741	0.11309871784929011	0.07812017294762562	0.13745574342500305
3.4	0.4188312015946286	0.9487573460157586	0.30752233592844197	0.9001405016188658	0.09456998709488551	0.7899990673902672	0.50887366052423	-0.7412643171125646	0.14849520062762708	0.7559918071208153	0.12024151039449252	0.10338187769680765	0.15857437831524532
3.45	0.46512003171805877	0.9368920756288225	0.3438388089791759	0.8777667613760832	0.11822512656021822	0.7637032765323717	0.535058778178524	-0.7106391173039978	0.14581092909905735	0.7254438517813322	0.12639308636159163	0.1331046218272744	0.1835539501939157
3.5	0.5121805587914512	0.9232375738111296	0.38026851216981733	0.8523676176966609	0.14460414134784652	0.7339449247880544	0.5593827721526669	-0.6778920534331426	0.14166340324408155	0.6925360322225104	0.1320825202404554	0.16721432236308434	0.21308782639187954
3.55	0.5586601957602129	0.9079569159078233	0.4163483452598718	0.8243857611448462	0.1733459446006334	0.7004620150309508	0.5823771975854963	-0.6437825307974681	0.13605143711018647	0.6580014745422231	0.13792096602993897	0.20544328834281259	0.24744522140413142
3.6	0.6034971221970007	0.8912693099494411	0.4516261566577095	0.7943609828577529	0.20396618537741396	0.6629941985664365	0.6044501025319154	-0.6091537913399024	0.12915926678212938	0.622696119868652	0.1445517338255279	0.2472804137401	0.2864311553784632
3.65	0.6462305188275802	0.8734819700909728	0.48561801248755176	0.7629707520740072	0.23582485405235998	0.6214772128728053	0.6257213316485749	-0.5748399634454742	0.12141826990088289	0.5875230887715969	0.1525582681680767	0.2919224551723967	0.32938236901862666
3.7	0.6870747789348887	0.8550472239646787	0.5177414605432183	0.7311057552097034	0.26805621996542495	0.5766962679807548	0.6455913549344899	-0.5415182943633838	0.11350689325608443	0.5532864339082213	0.16232456034359027	0.3382832116439976	0.37521299840346356
3.75	0.7266713915447215	0.8366654380402255	0.5472049340495453	0.7000090552110425	0.2994332398481672	0.5322863375156462	0.6616342446502804	-0.5095671555237291	0.10624404553678352	0.5205251993905449	0.17390373756491234	0.38510691777017053	0.4225515921795666
3.8	0.6887083083132108	0.8194608301339581	0.5728262025076348	0.6715160521238357	0.32812985827931784	0.49987962004319647	0.6670154221046342	-0.4790194459948057	0.10040364641697924	0.48942877097183035	0.18698225964269094	0.43115902672712336	0.4699579467881855
3.85	0.6170582870412894	0.805215074691086	0.5927946848566678	0.6483713165097712	0.35140553839431604	0.5056838570579351	0.6460452601763125	0.20096893492964818	0.47539669931702755	0.5161303464516318	-0.4496414347581462	0.09654849379511612	0.45989023854118694
3.9	0.551039903345272	0.7963919643771888	0.6046440431710371	0.6342401609245576	0.36559441894221906	0.5746258892098277	0.5737565628309277	0.21514676530357113	0.5170431077310418	0.5600193799081989	-0.42107526277151514	0.09495959598982741	0.4316499760090944
3.95	0.4910367576537777	0.7952195393929976	0.6061683652117968	0.6323741158324113	0.3674400869835423	0.6820142330083581	0.43790790501580923	0.22880575318935703	0.5555706296527834	0.6008417405817768	-0.39296320268460255	0.0956560269198404	0.40443807208301896
4.0	0.43732022808556414	0.8019031749913148	0.5972082182787484	0.6430487020611513	0.35665765597967714	0.7709930514792906	0.2685385933850936	0.2413213621425916	0.5906426719470056	0.6380397838309566	-0.3650182495282608	0.0984556462708895	0.3780632708572656
